#Wave		#Intensity
201.912354	4598.427734
205.430939	4327.012695
208.946091	4230.969727
212.457809	4116.926758
215.966125	4113.098633
219.471024	4089.990479
222.972519	4208.191406
226.470642	4263.715820
229.965393	4437.367188
233.456787	4490.326172
236.944839	4455.213867
240.429550	4493.914062
243.910934	4494.613281
247.389023	4551.365234
250.863800	4611.087891
254.335281	4591.691895
257.803497	4670.277832
261.268433	4709.314453
264.730133	4777.297363
268.188568	4817.200684
271.643768	4923.730469
275.095734	5017.407715
278.544525	5242.450684
281.990082	5211.044922
285.432465	5342.243164
288.871643	5370.446777
292.307678	5600.955078
295.740540	5714.622559
299.170227	6021.646973
302.596802	6211.753418
306.020233	6280.236328
309.440552	6115.660645
312.857758	5702.757324
316.271881	5469.954102
319.682892	5422.141113
323.090820	5407.237305
326.495697	5278.483398
329.897491	5137.724121
333.296234	5199.713867
336.691925	5236.768555
340.084595	5177.343262
343.474243	5146.562500
346.860870	5267.781250
350.244476	5245.125000
353.625092	5467.932129
357.002716	5614.882324
360.377380	5662.067871
363.749054	5444.616699
367.117767	5398.199219
370.483551	5136.281250
373.846344	5036.700684
377.206238	5055.241211
380.563171	4906.983398
383.917206	4947.033691
387.268341	4978.188965
390.616547	5022.079590
393.961853	4856.039062
397.304291	4959.712891
400.643860	4826.246094
403.980530	4842.387695
407.314331	4848.796387
410.645294	4943.017578
413.973419	4864.618164
417.298706	4935.685059
420.621124	5016.644043
423.940735	5010.369629
427.257538	5037.991699
430.571533	5095.824219
433.882721	5140.908203
437.191101	5015.279297
440.496704	5100.432617
443.799530	5060.825195
447.099579	4921.898926
450.396851	4819.880371
453.691376	4804.187500
456.983154	4777.826172
460.272186	4663.238281
463.558472	4763.738281
466.842010	4839.270508
470.122833	5007.120605
473.400940	5121.854980
476.676361	5334.467285
479.949036	5478.669922
483.219025	5889.155762
486.486328	6285.769043
489.750946	6516.847656
493.012878	6939.131348
496.272156	7378.202637
499.528748	7679.799316
502.782684	8273.829102
506.033966	9340.166992
509.282593	11430.197266
512.528564	18908.720703
515.771912	49780.281250
519.012634	115038.406250
522.250732	156257.656250
525.486206	113637.757812
528.719116	46793.628906
531.949341	17081.453125
535.177002	10495.232422
538.402039	8201.397461
541.624512	7206.429688
544.844421	6764.217773
548.061707	6144.894531
551.276428	5860.521973
554.488647	5541.438965
557.698242	5302.843750
560.905273	5087.244629
564.109741	5013.281738
567.311707	4853.307617
570.511108	4772.773438
573.707947	4651.438965
576.902283	4650.430664
580.094055	4554.639648
583.283325	4562.945312
586.470093	4458.289551
589.654358	4611.764160
592.836121	4569.041016
596.015320	4731.481445
599.192078	4963.423828
602.366333	5272.907227
605.538086	5234.481934
608.707336	4996.415527
611.874146	4957.698242
615.038452	4967.106445
618.200317	5084.845703
621.359680	5137.083984
624.516602	5285.217773
627.671082	5077.729980
630.823059	5137.202148
633.972656	4924.499512
637.119751	4874.307129
640.264404	4807.335449
643.406677	4761.734863
646.546448	4674.653320
649.683838	4723.690918
652.818787	4575.826172
655.951294	4501.947754
659.081421	4555.740234
662.209167	4436.160156
665.334412	4499.572754
668.457336	4534.257812
671.577820	4502.495117
674.695923	4526.000000
677.811646	4474.913574
680.924927	4475.135742
684.035889	4525.980957
687.144409	4429.723633
690.250549	4538.550781
693.354370	4612.903809
696.455811	4743.791504
699.554871	4692.560059
702.651550	4528.221191
705.745850	4226.278320
708.837830	3986.936768
711.927429	3866.981689
715.014709	3858.588867
718.099670	3855.041504
721.182251	3832.020264
724.262451	3832.497070
727.340393	3796.419922
730.415955	3770.851074
733.489136	3770.457031
736.560059	3823.788818
739.628662	3705.294189
742.694885	3885.840576
745.758850	3790.867920
748.820496	3854.160400
751.879822	3810.494629
754.936829	3868.165527
757.991516	3816.252686
761.043884	3907.588135
764.093994	3932.666260
767.141785	3988.128174
770.187256	4028.073486
773.230469	3967.030518
776.271423	4012.767578
779.310059	4110.402344
782.346375	4044.332275
785.380432	4090.219971
788.412231	4179.876465
791.441772	4119.475098
794.468994	4120.091309
797.493958	4268.640137
800.516663	4189.962891
803.537109	4086.333008
